canonical_name,aliases,sector,entity_type,inclusion_reasons,profile_summary,total_donations_gel,first_donation_date,last_donation_date,donation_count,donation_details,beneficial_owner,beneficial_owner_english,ownership_chain,registry_id,registry_official_name,registry_status,registry_address,has_allegations,allegation_count,allegation_types,allegation_details,allegation_sources,state_procurement_gel,state_contracts_count,state_benefit_details,website,sanctions,nazk_war_sponsor,registry_verified,sources
Mtkvartskalmseni,MTKVARTSKALMSENI; MTKVARTSQALMSHENI; ᲛᲢᲙᲕᲐᲠᲬᲧᲐᲚᲛᲨᲔᲜᲘ,Agriculture & Wine,Company,DONOR,Mtkvartskalmseni is a agriculture & wine company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2016-09-20,2016-09-20,1,"2016-09-20: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_108,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Kaspi 2011,KASPI 2011; KASPI2011; ᲙᲐᲡᲞᲘ2011,Trading & Distribution,Company,DONOR,Kaspi 2011 is a trading & distribution company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2016-09-30,2016-09-30,1,"2016-09-30: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_109,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Nia,NIA; ᲜᲘᲐ,Trading & Distribution,Company,DONOR,Nia is a trading & distribution company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Tinatin Kevkhishvili. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2017-10-05,2017-10-05,1,"2017-10-05: 1,000 GEL",Tinatin Kevkhishvili (თინათინ ქევხიშვილი),Tinatin Kevkhishvili,,ge-coreg-81710e9646139b3505bb14b8844c4c760ea0629d,შპს NIA,აქტიური,"საქართველო, ქ. თბილისის, ვაკე-საბურთალოს რაიონში, მიცკევიჩის ქ., N25, ბ. № 98",No,0,,,,,,,,,,Yes,DONATIONWATCH
Natural Products,NATURAL PRODUCTS; NATURALURI PRODUKTEBI; ᲜᲐᲢᲣᲠᲐᲚᲣᲠᲘ ᲞᲠᲝᲓᲣᲥᲢᲔᲑᲘ,Food & Beverage,Company,DONOR,Natural Products is a food & beverage company that donated 1K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-20,2021-08-20,1,"2021-08-20: 1,000 GEL",,,,,,,,No,0,,,,,,,,,,Yes,DONATIONWATCH; GE_COMPANY_REGISTRY
Auto Gold,AUTO GOLD; AVTO GOLDI; ᲐᲕᲢᲝ ᲒᲝᲚᲓᲘ,Transport & Logistics,Company,DONOR,Auto Gold is a transport & logistics company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-20,2021-08-20,1,"2021-08-20: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_110,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Rgani,RGANI; ᲠᲒᲐᲜᲘ,Trading & Distribution,Company,DONOR,Rgani is a trading & distribution company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Zauri Okrojanashvili. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-20,2021-08-20,1,"2021-08-20: 1,000 GEL",Zauri Okrojanashvili (ზაური ოქროჯანაშვილი),Zauri Okrojanashvili,,ge-coreg-00139c2dce19e10ce95f9b0bf9f528a8c0e15c26_3,შპს ANI,რეგისტრირებულია,"საქართველო, ქ. თბილისის, ისანი-სამგორის რაიონში, მოსკოვის გამზ., V კვ., კორ. 1, ბ. 25",No,0,,,,,,,,,,Yes,DONATIONWATCH
Qvirila,QVIRILA; ᲧᲕᲘᲠᲘᲚᲐ,Energy & Mining,Company,DONOR,Qvirila is a energy & mining company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-23,2021-08-23,1,"2021-08-23: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_111,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Goldproduct,GOLDPRODUCT; GOLDPRODUKTI; ᲒᲝᲚᲓᲞᲠᲝᲓᲣᲥᲢᲘ,Food & Beverage,Company,DONOR,Goldproduct is a food & beverage company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-23,2021-08-23,1,"2021-08-23: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_112,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Andria Motors,ANDRIA MOTORS; ANDRIA MOTORSI; ᲐᲜᲓᲠᲘᲐ ᲛᲝᲢᲝᲠᲡᲘ,Transport & Logistics,Company,DONOR,Andria Motors is a transport & logistics company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-23,2021-08-23,1,"2021-08-23: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_113,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Karmilitsa,KARMILITSA; ᲙᲐᲠᲛᲘᲚᲘᲪᲐ,Trading & Distribution,Company,DONOR,Karmilitsa is a trading & distribution company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-23,2021-08-23,1,"2021-08-23: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_114,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Jamo,JAMO; ᲯᲐᲛᲝ,Trading & Distribution,Company,DONOR,Jamo is a trading & distribution company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-23,2021-08-23,1,"2021-08-23: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_115,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Bini,BINI; ᲑᲘᲜᲘ,Trading & Distribution,Company,DONOR,Bini is a trading & distribution company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-08-23,2021-08-23,1,"2021-08-23: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_116,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
G Company,G COMPANY; G KOMPANI; Გ ᲙᲝᲛᲞᲐᲜᲘ,Trading & Distribution,Company,DONOR,G Company is a trading & distribution company that donated 1K GEL to Georgian Dream to date. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-09-06,2021-09-06,1,"2021-09-06: 1,000 GEL",,,,,,,,No,0,,,,,,,,,,Yes,DONATIONWATCH; GE_COMPANY_REGISTRY
Kartli,KARTLI; ᲥᲐᲠᲗᲚᲘ,Trading & Distribution,Company,DONOR,Kartli is a trading & distribution company that donated 1K GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,1000.0,2021-09-24,2021-09-24,1,"2021-09-24: 1,000 GEL",Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_117,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Sasmelo 77,SASMELO 77; ᲡᲐᲡᲛᲔᲚᲝ 77,Food & Beverage,Company,DONOR,Sasmelo 77 is a food & beverage company that donated 800 GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,800.0,2014-05-30,2014-05-30,1,2014-05-30: 800 GEL,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_118,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
Sigma-G,SIGMAG; ᲡᲘᲒᲛᲐᲒ,Trading & Distribution,Company,DONOR,Sigma-G is a trading & distribution company that donated 800 GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,800.0,2017-10-04,2017-10-04,1,2017-10-04: 800 GEL,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_119,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
JM Auto,JM AUTO; JM AVTO; ᲯᲛ ᲐᲕᲢᲝ,Transport & Logistics,Company,DONOR,JM Auto is a transport & logistics company that donated 700 GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,700.0,2021-08-18,2021-08-18,1,2021-08-18: 700 GEL,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_120,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
New Business Group,NEW BUSINESS GROUP; AKHALI BIZNES JGUPI; ᲐᲮᲐᲚᲘ ᲑᲘᲖᲜᲔᲡ ᲯᲒᲣᲤᲘ,Construction,Company,DONOR,New Business Group is a construction company that donated 500 GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,500.0,2017-09-26,2018-10-11,2,2017-09-26: 300 GEL | 2018-10-11: 200 GEL,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_121,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
New Chiatura,NEW CHIATURA; AKHALI CHIATURA; ᲐᲮᲐᲚᲘ ᲭᲘᲐᲗᲣᲠᲐ,Construction,Company,DONOR,New Chiatura is a construction company that donated 500 GEL to Georgian Dream to date. The beneficial owner is Kakha Kakhniashvili & Shota Khachidze. No documented allegations of misconduct; included for transparency in political finance mapping.,500.0,2021-08-20,2021-08-20,1,2021-08-20: 500 GEL,Kakha Kakhniashvili & Shota Khachidze (კახა კახნიაშვილი & შოთა ხაჩიძე),Kakha Kakhniashvili & Shota Khachidze,,ge-coreg-086da4b64eebcdca2287b18bf442f50118e93978_122,,რეგისტრირებულია,"საქართველო, თბილისი, გლდანი-ნაძალადევის რაიონი, თემქა III მ/რ, I კვ., კორ.№14, ბინა №19",No,0,,,,,,,,,,Yes,DONATIONWATCH
